Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,44,Personal Travel,Eco,210,4,1,0,3,5,3,3,3,3,0,1,4,3,4,71,79.0
Male,Loyal Customer,41,Business travel,Business,135,2,2,4,2,3,5,4,4,4,4,4,3,4,3,0,0.0
Female,Loyal Customer,45,Personal Travel,Eco,214,3,2,3,4,5,3,4,1,1,3,1,3,1,4,0,0.0
Female,Loyal Customer,30,Personal Travel,Eco Plus,696,4,5,4,2,2,4,5,2,4,2,5,3,5,2,76,70.0
Female,disloyal Customer,21,Business travel,Business,787,4,0,5,1,2,5,2,2,4,3,5,4,4,2,14,7.0
Male,Loyal Customer,53,Personal Travel,Business,862,3,5,3,1,5,4,4,4,4,3,4,5,4,3,8,0.0
Female,Loyal Customer,50,Personal Travel,Business,551,3,4,3,3,3,2,4,5,5,3,3,3,5,4,0,0.0
Male,Loyal Customer,56,Business travel,Business,3128,4,4,3,4,3,5,4,5,5,4,5,4,5,3,0,2.0
Female,Loyal Customer,61,Business travel,Business,1585,2,2,3,2,1,1,5,3,3,4,3,4,3,4,24,20.0
Female,disloyal Customer,54,Business travel,Eco,101,1,3,1,3,2,1,1,2,4,3,2,4,2,2,0,0.0
Female,Loyal Customer,34,Business travel,Business,3746,1,1,3,1,3,1,4,5,5,5,5,4,5,4,0,0.0
Male,Loyal Customer,46,Personal Travel,Eco,867,3,4,3,2,1,3,1,1,4,4,5,5,4,1,42,30.0
Female,Loyal Customer,49,Personal Travel,Eco,144,1,1,1,3,4,2,3,3,3,1,3,2,3,1,65,77.0
Male,Loyal Customer,39,Business travel,Eco,740,4,2,2,2,4,4,4,4,1,1,4,2,2,4,3,0.0
Female,Loyal Customer,12,Personal Travel,Eco,483,1,4,5,3,4,5,4,4,3,5,4,3,4,4,53,53.0
Male,Loyal Customer,66,Personal Travel,Eco,451,1,5,1,4,4,1,3,4,1,1,3,1,2,4,13,21.0
Male,disloyal Customer,18,Business travel,Eco,636,3,0,3,3,3,3,3,3,2,2,2,2,1,3,0,0.0
Male,disloyal Customer,21,Business travel,Eco,802,1,1,1,4,2,1,3,2,3,2,5,3,4,2,0,0.0
Male,Loyal Customer,51,Business travel,Business,1009,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0.0
Male,Loyal Customer,39,Business travel,Business,590,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0.0
Female,disloyal Customer,22,Business travel,Eco,227,0,4,0,1,3,0,3,3,3,4,4,5,5,3,0,0.0
Female,Loyal Customer,49,Business travel,Eco,261,3,2,2,2,3,2,2,3,3,3,3,5,3,1,0,0.0
Male,Loyal Customer,49,Personal Travel,Eco,125,3,5,0,3,5,0,5,5,4,3,5,2,1,5,58,45.0
Female,Loyal Customer,59,Personal Travel,Eco,282,4,5,4,3,4,3,3,2,2,4,2,5,2,1,14,16.0
Female,Loyal Customer,15,Personal Travel,Eco,631,5,3,5,5,3,5,3,3,5,3,2,3,3,3,52,64.0
Female,Loyal Customer,21,Business travel,Business,2045,3,5,5,5,3,3,3,3,2,4,4,2,4,3,0,0.0
Female,Loyal Customer,23,Personal Travel,Eco,1144,3,5,3,3,5,3,5,5,2,4,4,4,2,5,0,15.0
Female,Loyal Customer,33,Personal Travel,Eco,677,1,5,1,4,5,1,3,5,3,2,5,4,5,5,31,30.0
Female,Loyal Customer,33,Business travel,Business,391,2,2,2,2,2,2,2,2,2,2,2,1,2,2,29,26.0
Female,Loyal Customer,38,Personal Travel,Eco,371,5,1,5,3,5,5,5,5,4,4,1,3,3,5,0,0.0
Female,disloyal Customer,23,Business travel,Eco,481,1,1,1,3,1,1,1,1,4,4,3,2,3,1,2,29.0
Female,Loyal Customer,34,Personal Travel,Business,1452,2,1,2,3,2,3,4,1,1,2,1,1,1,3,1,0.0
Female,Loyal Customer,69,Personal Travel,Eco,448,2,4,2,3,3,4,4,3,3,2,3,3,3,4,0,0.0
Male,Loyal Customer,67,Business travel,Business,3446,2,1,1,1,1,2,3,2,2,2,2,4,2,3,8,24.0
Male,Loyal Customer,52,Business travel,Eco,187,2,3,4,4,3,2,3,3,2,5,3,3,4,3,10,2.0
Female,Loyal Customer,41,Business travel,Eco,759,3,3,1,3,3,3,3,2,1,4,4,3,2,3,307,295.0
Female,Loyal Customer,44,Business travel,Business,601,5,5,5,5,5,5,5,5,5,5,5,4,5,3,0,0.0
Male,disloyal Customer,22,Business travel,Eco,476,3,0,3,4,2,3,2,2,3,1,3,2,5,2,0,0.0
Female,Loyal Customer,57,Business travel,Business,2614,1,1,1,1,4,5,3,5,5,5,5,5,5,1,0,0.0
Female,Loyal Customer,42,Business travel,Business,304,1,1,1,1,3,4,5,4,4,4,4,4,4,5,0,0.0
Female,Loyal Customer,29,Business travel,Eco,1069,5,5,5,5,5,5,5,5,3,5,2,5,1,5,134,132.0
Female,Loyal Customer,56,Personal Travel,Eco,2065,2,5,2,2,5,4,5,4,4,2,4,3,4,3,0,0.0
Male,Loyal Customer,55,Business travel,Business,1685,2,5,5,5,3,3,4,2,2,2,2,2,2,3,58,31.0
Male,disloyal Customer,37,Business travel,Eco,326,3,2,3,4,2,3,2,2,4,4,4,1,4,2,4,6.0
Female,Loyal Customer,42,Business travel,Business,836,2,3,3,3,2,4,3,2,2,2,2,4,2,3,0,0.0
Male,Loyal Customer,55,Business travel,Business,3204,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,24.0
Female,Loyal Customer,30,Business travel,Eco,231,0,0,0,1,5,0,5,5,3,1,5,5,4,5,0,0.0
Female,disloyal Customer,59,Business travel,Eco,271,3,1,3,3,1,3,1,1,1,4,3,3,2,1,59,52.0
Female,Loyal Customer,54,Personal Travel,Eco,937,4,4,4,4,5,5,5,2,2,4,4,5,2,5,0,0.0
Female,Loyal Customer,43,Business travel,Business,3537,3,3,1,3,2,5,4,3,3,4,3,5,3,3,33,8.0
Male,Loyal Customer,25,Business travel,Business,1819,5,2,5,5,4,4,4,4,3,5,1,3,2,4,0,0.0
Male,Loyal Customer,19,Personal Travel,Eco,632,2,4,2,3,2,2,2,2,3,2,5,3,5,2,0,0.0
Female,Loyal Customer,13,Personal Travel,Eco,591,2,1,2,3,3,2,3,3,2,3,2,2,3,3,0,0.0
Male,Loyal Customer,34,Business travel,Business,3848,1,1,1,1,1,5,4,5,5,5,5,2,5,4,0,92.0
Male,Loyal Customer,39,Personal Travel,Eco,1235,3,2,3,4,5,3,5,5,3,4,4,1,4,5,1,18.0
Female,disloyal Customer,24,Business travel,Eco,551,4,4,4,4,4,4,4,4,1,5,3,2,3,4,0,0.0
Male,Loyal Customer,61,Business travel,Business,1961,1,1,1,1,4,5,4,4,4,4,4,3,4,3,102,97.0
Female,Loyal Customer,46,Business travel,Business,2704,5,3,5,5,2,2,2,3,4,4,1,2,3,2,3,0.0
Male,Loyal Customer,27,Personal Travel,Eco,813,4,3,4,3,5,4,5,5,4,3,3,4,4,5,15,12.0
Male,Loyal Customer,60,Personal Travel,Eco,2527,1,4,1,3,2,1,2,2,5,2,3,5,5,2,0,0.0
Male,Loyal Customer,39,Business travel,Business,3625,5,5,5,5,5,5,4,5,5,5,5,4,5,4,2,1.0
Female,Loyal Customer,58,Business travel,Business,588,5,5,5,5,4,5,5,4,4,5,4,5,4,4,23,14.0
Female,Loyal Customer,46,Business travel,Business,1691,2,2,2,2,2,5,5,4,4,4,4,5,4,5,5,1.0
Male,Loyal Customer,45,Personal Travel,Eco,1363,2,4,2,3,1,2,1,1,2,2,4,1,3,1,3,11.0
Male,disloyal Customer,37,Business travel,Business,108,5,5,5,5,3,5,3,3,3,2,5,5,5,3,0,5.0
Male,Loyal Customer,52,Business travel,Eco,508,5,2,2,2,5,5,5,5,3,1,5,1,3,5,7,0.0
Male,Loyal Customer,45,Business travel,Eco,849,4,3,3,3,4,4,4,4,4,1,4,4,3,4,16,19.0
Female,Loyal Customer,34,Personal Travel,Eco,723,3,4,3,2,4,3,4,4,2,3,5,5,3,4,0,0.0
Male,Loyal Customer,52,Personal Travel,Business,265,3,2,0,3,2,3,3,1,1,0,1,3,1,4,33,28.0
Male,disloyal Customer,23,Business travel,Eco,503,2,5,2,4,2,1,1,3,4,5,5,1,5,1,139,127.0
Female,Loyal Customer,14,Personal Travel,Eco,1448,4,1,4,4,2,4,2,2,2,5,4,1,3,2,0,0.0
Male,Loyal Customer,32,Business travel,Eco,109,4,1,4,1,4,4,4,4,4,5,5,4,4,4,0,0.0
Male,disloyal Customer,59,Business travel,Business,274,4,4,4,5,2,4,2,2,5,5,1,2,1,2,0,0.0
Male,Loyal Customer,35,Personal Travel,Eco,1020,3,3,2,3,5,2,5,5,2,3,3,4,3,5,31,11.0
Male,Loyal Customer,54,Business travel,Business,1464,1,1,1,1,5,4,5,5,5,5,5,5,5,5,1,0.0
Female,disloyal Customer,23,Business travel,Eco,1452,4,4,4,4,5,4,5,5,4,4,5,3,4,5,0,0.0
Male,Loyal Customer,33,Business travel,Eco Plus,925,5,5,5,5,5,5,5,5,4,1,1,2,4,5,0,0.0
Male,Loyal Customer,49,Business travel,Business,836,1,1,1,1,3,5,4,4,4,4,4,5,4,5,15,8.0
Female,disloyal Customer,29,Business travel,Eco,761,4,4,4,4,3,4,3,3,4,4,3,3,4,3,0,20.0
Male,Loyal Customer,52,Business travel,Business,3245,4,4,4,4,2,3,3,5,5,5,5,4,5,3,93,77.0
Female,Loyal Customer,41,Business travel,Business,2213,4,5,5,5,4,4,3,4,4,4,4,1,4,1,1,0.0
Female,Loyal Customer,65,Personal Travel,Eco,404,3,4,3,1,5,4,5,2,2,3,2,4,2,5,0,0.0
Female,Loyal Customer,64,Personal Travel,Eco,89,2,4,2,2,3,4,4,2,2,2,1,5,2,5,0,0.0
Female,Loyal Customer,39,Business travel,Business,620,3,4,4,4,1,3,3,3,3,3,3,4,3,2,35,6.0
Female,Loyal Customer,36,Business travel,Business,1840,2,2,2,2,4,5,5,2,5,1,5,5,4,5,166,
Male,Loyal Customer,54,Business travel,Business,2470,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0.0
Male,Loyal Customer,12,Personal Travel,Eco,804,2,4,2,4,4,2,4,4,1,1,3,1,4,4,0,0.0
Male,Loyal Customer,26,Personal Travel,Eco,607,3,4,3,4,2,3,2,2,3,5,5,4,5,2,60,78.0
Female,disloyal Customer,25,Business travel,Eco,109,2,2,2,3,3,2,3,3,3,3,3,4,4,3,0,0.0
Male,Loyal Customer,33,Business travel,Business,2872,2,5,5,5,2,2,2,2,2,1,4,2,4,2,16,12.0
Male,Loyal Customer,58,Business travel,Business,2603,4,5,4,4,5,5,4,4,4,4,4,4,4,4,0,0.0
Female,Loyal Customer,26,Personal Travel,Eco,1075,3,5,3,4,3,3,3,3,3,4,4,5,4,3,0,0.0
Female,Loyal Customer,67,Personal Travel,Eco Plus,692,1,5,1,2,3,4,4,5,5,1,5,4,5,5,0,0.0
Male,Loyal Customer,58,Personal Travel,Eco,534,3,4,3,3,2,3,2,2,5,2,5,3,4,2,0,0.0
Female,disloyal Customer,28,Business travel,Eco,1281,3,3,3,2,2,3,4,2,2,4,3,3,3,2,0,0.0
Female,Loyal Customer,29,Personal Travel,Eco,954,3,3,3,2,4,3,4,4,4,4,1,4,3,4,6,14.0
Female,disloyal Customer,24,Business travel,Business,471,5,0,5,2,1,5,1,1,4,4,4,5,5,1,0,0.0
Male,Loyal Customer,36,Business travel,Business,1448,3,3,3,3,3,2,1,4,4,4,4,2,4,1,0,0.0
Male,Loyal Customer,51,Personal Travel,Business,1448,4,4,4,1,1,4,2,4,4,4,4,2,4,2,0,0.0
Male,Loyal Customer,55,Business travel,Business,770,1,1,2,1,4,4,4,2,2,2,2,5,2,4,9,13.0
Female,Loyal Customer,48,Business travel,Business,447,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0.0
Male,Loyal Customer,29,Personal Travel,Eco,738,3,5,3,1,2,3,2,2,3,3,5,3,5,2,0,9.0
Female,Loyal Customer,46,Business travel,Business,3255,4,4,2,4,4,5,5,4,4,4,4,5,4,4,23,32.0
Male,Loyal Customer,65,Business travel,Business,1771,2,3,3,3,5,3,4,2,2,2,2,3,2,2,0,0.0
Female,Loyal Customer,35,Business travel,Business,2479,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,1.0
Female,Loyal Customer,57,Business travel,Business,2920,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,0.0
Female,disloyal Customer,40,Business travel,Business,201,2,2,2,4,2,2,2,2,3,3,4,3,3,2,6,6.0
Female,disloyal Customer,38,Business travel,Eco Plus,323,1,1,1,3,2,1,2,2,1,2,4,4,3,2,16,18.0
Female,Loyal Customer,43,Business travel,Business,387,4,4,4,4,2,1,2,4,4,4,4,5,4,2,0,0.0
Female,Loyal Customer,31,Business travel,Business,2765,3,3,3,3,5,5,5,5,5,4,5,4,4,5,23,13.0
Female,Loyal Customer,40,Business travel,Business,3011,5,5,5,5,4,5,5,5,5,4,5,5,5,4,9,56.0
Male,disloyal Customer,25,Business travel,Business,258,4,0,4,1,4,4,4,4,5,3,5,3,4,4,4,0.0
Female,Loyal Customer,44,Business travel,Business,3159,2,2,2,2,2,5,4,4,4,4,4,5,4,5,0,0.0
Female,Loyal Customer,66,Personal Travel,Eco,308,3,5,3,4,1,5,5,5,5,3,5,2,5,3,0,0.0
Female,Loyal Customer,64,Business travel,Eco Plus,1744,1,2,2,2,3,3,4,1,1,1,1,3,1,3,0,9.0
Female,Loyal Customer,41,Business travel,Business,2473,4,4,4,4,5,5,4,4,4,5,4,3,4,5,0,4.0
Male,Loyal Customer,52,Business travel,Business,1091,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0.0
Male,Loyal Customer,30,Business travel,Business,2842,3,3,3,3,3,3,3,3,4,5,3,3,4,3,8,6.0
Male,disloyal Customer,26,Business travel,Business,528,1,1,1,1,5,1,5,5,4,5,4,4,4,5,0,70.0
Female,Loyal Customer,18,Personal Travel,Eco Plus,247,4,3,4,2,2,4,5,2,3,3,2,3,2,2,21,13.0
Male,Loyal Customer,54,Business travel,Business,3790,3,3,3,3,5,4,5,1,1,2,1,4,1,4,0,18.0
Female,Loyal Customer,58,Business travel,Business,1725,2,2,2,2,3,4,4,5,5,5,4,5,5,5,0,0.0
Female,Loyal Customer,29,Business travel,Business,1805,4,5,3,5,4,4,4,4,1,1,3,4,3,4,0,0.0
Male,Loyal Customer,48,Business travel,Business,3527,4,4,4,4,4,4,4,5,5,5,5,3,5,4,0,0.0
Female,Loyal Customer,47,Business travel,Business,3777,5,5,5,5,4,5,5,4,4,4,5,4,4,4,0,0.0
Male,Loyal Customer,51,Business travel,Business,3724,1,1,1,1,2,4,4,5,5,5,5,3,5,4,6,0.0
Male,Loyal Customer,53,Business travel,Business,1842,3,3,4,4,2,4,4,3,3,3,3,4,3,4,100,95.0
Male,Loyal Customer,37,Business travel,Eco,819,2,2,2,2,2,2,2,2,3,5,1,2,5,2,24,17.0
Female,Loyal Customer,7,Personal Travel,Eco,1024,4,4,4,2,5,4,1,5,3,2,5,3,5,5,0,0.0
Female,disloyal Customer,20,Business travel,Business,562,4,1,5,2,4,5,2,4,5,5,5,5,4,4,0,0.0
Female,Loyal Customer,31,Business travel,Business,725,2,2,2,2,5,5,5,5,5,2,5,4,4,5,0,0.0
Female,disloyal Customer,48,Business travel,Eco,705,3,3,3,1,2,3,1,2,3,1,4,3,2,2,0,0.0
Female,Loyal Customer,63,Personal Travel,Eco,1558,3,4,3,2,4,5,4,1,1,3,1,5,1,3,0,0.0
Female,Loyal Customer,26,Personal Travel,Eco,610,1,5,1,4,3,1,3,3,3,5,5,5,4,3,0,0.0
Male,disloyal Customer,21,Business travel,Business,689,4,3,4,2,4,4,4,4,5,3,4,3,4,4,0,0.0
Female,Loyal Customer,7,Personal Travel,Eco,234,1,5,0,1,0,4,4,4,4,5,1,4,2,4,724,705.0
Male,Loyal Customer,47,Business travel,Eco,228,1,1,1,1,1,1,1,1,2,4,4,3,4,1,101,97.0
Male,Loyal Customer,45,Personal Travel,Eco,226,1,4,0,4,3,0,3,3,5,2,5,5,4,3,22,49.0
Male,Loyal Customer,59,Personal Travel,Eco,1605,2,4,2,3,4,2,4,4,3,3,5,4,4,4,0,10.0
Female,Loyal Customer,20,Business travel,Eco Plus,432,2,1,1,1,2,2,2,2,2,2,4,4,4,2,11,18.0
Female,Loyal Customer,75,Business travel,Business,2142,3,3,3,3,1,3,3,3,3,3,3,4,3,2,11,0.0
Male,Loyal Customer,25,Business travel,Eco,771,4,3,3,3,4,4,5,4,1,4,4,2,3,4,0,0.0
Female,Loyal Customer,41,Business travel,Business,3210,3,2,4,2,1,4,3,3,3,3,3,1,3,4,0,0.0
Female,Loyal Customer,38,Personal Travel,Eco,515,2,5,2,3,5,2,5,5,4,3,5,5,5,5,0,0.0
Female,Loyal Customer,25,Personal Travel,Business,129,2,4,2,3,5,2,2,5,2,5,4,1,4,5,116,118.0
Male,Loyal Customer,52,Business travel,Business,3000,2,2,2,2,5,5,4,4,4,4,4,4,4,3,4,0.0
Male,Loyal Customer,51,Business travel,Business,460,4,4,4,4,2,4,4,5,5,5,5,3,5,5,35,34.0
Male,Loyal Customer,62,Personal Travel,Eco,1635,3,5,3,1,5,3,5,5,5,5,3,4,4,5,3,0.0
Male,Loyal Customer,43,Business travel,Eco,544,1,3,5,3,1,1,1,1,4,2,2,3,2,1,0,0.0
Female,disloyal Customer,23,Business travel,Eco,829,1,2,2,4,2,2,2,2,1,4,3,1,4,2,6,0.0
Female,disloyal Customer,27,Business travel,Eco,1013,1,1,1,3,1,1,1,1,3,3,2,4,2,1,53,47.0
Male,Loyal Customer,36,Personal Travel,Eco,2153,2,4,2,4,2,2,2,2,3,1,2,3,3,2,0,38.0
Female,disloyal Customer,42,Business travel,Eco,395,3,0,3,2,2,3,2,2,4,5,3,2,1,2,62,102.0
Female,Loyal Customer,41,Business travel,Eco,261,4,4,4,4,4,4,4,4,3,1,2,5,1,4,0,0.0
Female,Loyal Customer,7,Personal Travel,Eco,583,2,1,2,2,3,2,3,3,4,5,3,4,2,3,0,0.0
Female,disloyal Customer,37,Business travel,Eco,199,2,5,2,4,4,2,4,4,4,4,3,4,2,4,0,0.0
Female,Loyal Customer,52,Personal Travel,Eco,1111,4,4,4,2,5,4,4,1,1,4,5,4,1,4,0,0.0
Female,Loyal Customer,39,Business travel,Business,1096,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0.0
Male,Loyal Customer,62,Personal Travel,Eco,1464,2,5,2,3,3,2,3,3,5,4,3,3,4,3,0,0.0
Male,disloyal Customer,22,Business travel,Eco,868,3,3,3,5,2,3,2,2,4,3,5,3,5,2,0,0.0
Male,Loyal Customer,49,Business travel,Business,3424,1,1,1,1,4,5,4,4,4,4,4,3,4,3,12,10.0
Male,disloyal Customer,49,Business travel,Eco Plus,911,4,4,4,4,1,4,1,1,1,5,4,1,4,1,0,0.0
Male,Loyal Customer,57,Business travel,Business,3392,1,1,1,1,5,5,5,4,4,4,5,3,4,5,19,34.0
Male,Loyal Customer,16,Personal Travel,Eco,230,2,4,0,3,4,0,4,4,5,3,5,5,5,4,2,0.0
Female,disloyal Customer,38,Business travel,Eco,297,2,4,2,2,4,2,4,4,3,3,5,4,4,4,0,0.0
Female,Loyal Customer,17,Personal Travel,Eco,447,3,4,3,2,2,3,2,2,4,2,5,4,5,2,50,67.0
Male,Loyal Customer,46,Personal Travel,Eco,780,2,4,2,4,5,2,4,5,3,2,4,5,5,5,0,0.0
Female,Loyal Customer,44,Business travel,Business,1995,4,4,5,4,5,5,5,4,4,4,4,4,4,3,0,0.0
Female,disloyal Customer,26,Business travel,Business,1140,4,4,4,1,3,4,3,3,5,4,5,5,5,3,0,0.0
Male,Loyal Customer,10,Business travel,Business,2544,2,2,2,2,4,4,4,4,3,5,5,4,4,4,0,0.0
Male,Loyal Customer,14,Business travel,Business,3613,4,4,4,4,4,4,4,4,1,2,4,1,2,4,0,0.0
Male,Loyal Customer,34,Business travel,Business,2207,5,2,5,5,3,2,3,5,5,5,5,3,5,2,0,0.0
Female,Loyal Customer,53,Business travel,Business,444,3,1,3,3,5,2,2,3,3,3,3,1,3,1,19,27.0
Female,Loyal Customer,15,Business travel,Business,2117,1,1,1,1,3,4,3,3,3,4,5,5,5,3,0,0.0
Male,Loyal Customer,40,Personal Travel,Eco,235,2,5,0,4,3,0,1,3,4,3,5,4,4,3,0,2.0
Male,disloyal Customer,38,Business travel,Business,609,1,1,1,2,2,1,3,2,5,2,5,4,4,2,0,0.0
Female,Loyal Customer,70,Personal Travel,Business,802,1,2,1,3,1,3,3,4,4,1,4,2,4,1,0,0.0
Male,Loyal Customer,51,Business travel,Business,3780,3,3,3,3,5,3,5,5,5,4,5,1,5,1,16,21.0
Male,Loyal Customer,30,Business travel,Business,920,1,4,4,4,1,1,1,1,1,4,1,2,2,1,37,35.0
Female,Loyal Customer,30,Personal Travel,Eco,1065,0,5,1,4,1,1,1,1,3,2,5,5,4,1,61,52.0
Female,Loyal Customer,8,Personal Travel,Eco,925,2,5,2,4,4,2,4,4,3,3,5,3,5,4,29,1.0
Male,Loyal Customer,51,Business travel,Business,3529,5,5,5,5,2,5,5,4,4,4,4,5,4,5,0,2.0
Male,Loyal Customer,47,Business travel,Business,2105,0,5,0,1,1,5,5,4,4,1,1,4,4,3,43,40.0
Male,Loyal Customer,46,Business travel,Eco,550,4,4,4,4,5,4,5,5,2,5,3,1,2,5,3,5.0
Female,Loyal Customer,25,Personal Travel,Eco,1074,2,5,2,5,4,2,4,4,4,2,5,4,5,4,3,9.0
Female,Loyal Customer,69,Business travel,Business,3662,3,5,5,5,1,3,4,3,3,3,3,1,3,3,0,0.0
Male,Loyal Customer,53,Business travel,Business,1752,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,5.0
Female,Loyal Customer,31,Personal Travel,Business,602,5,5,5,1,5,5,4,5,5,4,5,5,4,5,0,7.0
Female,Loyal Customer,52,Personal Travel,Eco,907,1,4,1,3,4,5,5,4,4,1,4,5,4,3,0,0.0
Male,disloyal Customer,26,Business travel,Business,1063,3,3,3,4,3,3,3,3,3,3,3,2,3,3,57,
Male,Loyal Customer,41,Personal Travel,Eco,456,3,4,3,5,1,3,1,1,1,5,4,2,1,1,0,0.0
Female,Loyal Customer,35,Business travel,Eco,204,3,1,1,1,3,3,3,3,1,2,3,4,2,3,3,2.0
Male,disloyal Customer,20,Business travel,Eco,1178,3,3,3,4,5,3,5,5,2,4,4,2,4,5,0,0.0
Male,Loyal Customer,51,Business travel,Business,190,2,2,2,2,2,4,4,4,4,4,4,5,4,3,11,1.0
Male,disloyal Customer,24,Business travel,Eco,760,2,2,2,3,5,2,5,5,1,1,3,1,4,5,105,109.0
Male,disloyal Customer,25,Business travel,Business,425,2,0,2,4,5,2,5,5,5,5,4,5,5,5,15,7.0
Male,Loyal Customer,61,Business travel,Business,925,3,3,3,3,3,3,3,3,5,4,4,3,4,3,0,2.0
Male,disloyal Customer,25,Business travel,Business,338,4,0,4,3,4,4,4,4,5,3,5,3,5,4,0,3.0
Female,Loyal Customer,52,Business travel,Business,296,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,6.0
Female,Loyal Customer,39,Personal Travel,Eco Plus,306,5,4,5,2,3,5,3,3,4,5,4,4,4,3,0,0.0
Female,Loyal Customer,38,Business travel,Business,329,4,4,4,4,5,1,3,5,5,5,5,2,5,4,51,58.0
Male,Loyal Customer,33,Business travel,Eco Plus,612,4,5,5,5,4,4,4,4,3,2,1,1,5,4,17,0.0
Female,Loyal Customer,26,Business travel,Business,280,4,2,4,4,5,5,5,5,3,5,4,3,4,5,14,11.0
Male,Loyal Customer,42,Business travel,Business,1204,2,2,2,2,2,4,4,4,4,4,4,5,4,3,2,0.0
Male,Loyal Customer,43,Business travel,Eco Plus,305,4,3,2,3,4,4,4,4,4,1,3,4,3,4,6,6.0
Male,Loyal Customer,27,Personal Travel,Eco,591,2,1,2,3,3,2,3,3,3,5,2,2,3,3,69,67.0
Female,Loyal Customer,39,Business travel,Eco,1635,2,2,2,2,2,2,2,2,3,2,3,3,4,2,1,9.0
Female,Loyal Customer,31,Business travel,Business,937,5,5,5,5,2,3,2,2,1,4,4,1,2,2,3,0.0
Male,Loyal Customer,61,Business travel,Business,3850,2,2,3,2,4,2,4,5,5,5,5,1,5,2,5,0.0
Female,Loyal Customer,48,Personal Travel,Business,1678,3,4,3,5,5,5,3,5,5,3,5,4,5,3,52,36.0
Male,Loyal Customer,54,Personal Travel,Eco,302,3,1,3,4,3,3,3,3,3,2,4,2,4,3,0,4.0
Male,Loyal Customer,70,Personal Travel,Eco,630,4,1,4,4,4,4,4,4,4,4,3,1,3,4,0,0.0
Female,Loyal Customer,24,Personal Travel,Eco,399,3,5,3,2,4,3,3,4,5,2,5,5,5,4,0,0.0
Female,Loyal Customer,19,Personal Travel,Eco,1771,4,2,4,3,1,4,2,1,3,2,2,1,3,1,0,0.0
Female,Loyal Customer,23,Business travel,Business,2186,3,3,3,3,3,3,3,3,2,3,3,1,3,3,5,12.0
Male,Loyal Customer,51,Business travel,Eco,337,1,5,5,5,1,1,1,1,1,1,4,1,3,1,0,0.0
Male,Loyal Customer,38,Business travel,Business,868,4,2,2,2,2,3,4,4,4,4,4,3,4,1,0,0.0
Female,disloyal Customer,23,Business travel,Eco,106,0,0,0,2,2,0,2,2,1,5,1,1,5,2,0,0.0
Female,Loyal Customer,16,Personal Travel,Eco,2611,3,2,2,3,4,2,4,4,3,3,3,4,4,4,12,0.0
Female,Loyal Customer,64,Personal Travel,Eco,931,2,5,2,3,3,4,4,3,3,2,3,5,3,4,0,0.0
Male,Loyal Customer,56,Business travel,Eco,413,5,1,1,1,5,5,5,5,5,3,4,2,4,5,0,0.0
Female,Loyal Customer,50,Business travel,Business,3772,1,1,4,1,2,5,5,5,5,5,5,5,5,5,21,18.0
Female,Loyal Customer,41,Business travel,Business,1973,3,3,3,3,5,5,5,5,5,5,5,4,5,3,0,0.0
Female,Loyal Customer,27,Personal Travel,Eco,651,2,2,2,3,1,2,1,1,1,5,4,2,3,1,124,114.0
Female,disloyal Customer,24,Business travel,Business,1258,4,4,4,3,2,4,2,2,5,5,5,3,4,2,3,0.0
Male,Loyal Customer,50,Business travel,Eco,1114,5,2,2,2,5,5,5,5,4,1,2,3,1,5,5,28.0
Female,Loyal Customer,8,Personal Travel,Eco,528,3,4,3,3,3,3,3,3,4,3,5,5,4,3,0,11.0
Male,Loyal Customer,49,Personal Travel,Eco,1010,2,5,2,3,2,2,2,2,3,3,5,5,2,2,17,8.0
Female,disloyal Customer,23,Business travel,Eco,189,3,2,3,3,1,3,1,1,1,5,4,2,4,1,64,62.0
Male,Loyal Customer,39,Business travel,Business,423,2,1,1,1,4,3,4,2,2,2,2,2,2,4,53,52.0
Female,Loyal Customer,40,Personal Travel,Eco,317,2,3,2,3,5,2,1,5,5,3,4,2,2,5,0,0.0
Female,Loyal Customer,51,Business travel,Eco,383,4,4,4,4,2,2,4,4,4,4,4,1,4,1,0,0.0
Female,Loyal Customer,29,Business travel,Business,2133,1,1,1,1,1,1,1,1,4,4,2,3,4,1,24,0.0
Male,Loyal Customer,37,Personal Travel,Business,991,1,5,0,3,5,4,4,3,3,0,3,4,3,4,0,0.0
Male,Loyal Customer,48,Business travel,Business,184,1,1,1,1,5,3,3,5,5,5,3,2,5,1,0,0.0
